Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_32_251,VPWR,li1,121.2100,100.6400,1.799813
FILLER_32_248,VPWR,li1,120.2900,100.6400,1.799814
FILLER_32_222,VPWR,li1,108.1000,100.6400,1.799821
FILLER_32_219,VPWR,li1,106.9500,100.6400,1.799821
FILLER_32_197,VPWR,li1,96.8300,100.6400,1.799830
FILLER_32_180,VPWR,li1,88.7800,100.6400,1.799841
FILLER_32_177,VPWR,li1,87.6300,100.6400,1.799841
FILLER_32_174,VPWR,li1,86.2500,100.6400,1.799844
FILLER_32_171,VPWR,li1,84.8700,100.6400,1.799844
FILLER_32_162,VPWR,li1,80.2700,100.6400,1.799850
FILLER_32_134,VPWR,li1,67.6200,100.6400,1.799870
FILLER_32_96,VPWR,li1,50.1400,100.6400,1.799906
FILLER_32_93,VPWR,li1,48.9900,100.6400,1.799906
FILLER_32_70,VPWR,li1,38.1800,100.6400,1.799933
FILLER_32_62,VPWR,li1,34.7300,100.6400,1.799943
FILLER_32_59,VPWR,li1,33.3500,100.6400,1.799943
FILLER_32_49,VPWR,li1,28.5200,100.6400,1.799955
FILLER_32_40,VPWR,li1,24.1500,100.6400,1.799968
FILLER_32_37,VPWR,li1,23.2300,100.6400,1.799968
FILLER_32_3,VPWR,li1,7.5900,100.6400,1.799972
FILLER_31_307,VPWR,li1,146.9700,95.2000,1.799692
FILLER_31_304,VPWR,li1,146.0500,95.2000,1.799692
FILLER_31_301,VPWR,li1,144.6700,95.2000,1.799692
FILLER_31_289,VPWR,li1,139.1500,95.2000,1.799692
FILLER_31_278,VPWR,li1,133.8600,95.2000,1.799694
FILLER_31_275,VPWR,li1,132.7100,95.2000,1.799694
FILLER_31_264,VPWR,li1,127.6500,95.2000,1.799699
FILLER_31_261,VPWR,li1,126.2700,95.2000,1.799699
FILLER_31_258,VPWR,li1,124.8900,95.2000,1.799702
FILLER_31_255,VPWR,li1,123.5100,95.2000,1.799702
FILLER_31_252,VPWR,li1,122.1300,95.2000,1.799704
FILLER_31_249,VPWR,li1,120.7500,95.2000,1.799707
FILLER_31_246,VPWR,li1,119.3700,95.2000,1.799707
FILLER_31_221,VPWR,li1,107.8700,95.2000,1.799722
FILLER_31_218,VPWR,li1,106.4900,95.2000,1.799725
FILLER_31_215,VPWR,li1,105.1100,95.2000,1.799725
FILLER_31_187,VPWR,li1,92.0000,95.2000,1.799746
FILLER_31_184,VPWR,li1,90.8500,95.2000,1.799746
FILLER_31_181,VPWR,li1,89.4700,95.2000,1.799750
FILLER_31_178,VPWR,li1,88.0900,95.2000,1.799750
FILLER_31_175,VPWR,li1,86.7100,95.2000,1.799754
FILLER_31_172,VPWR,li1,85.3300,95.2000,1.799754
FILLER_31_169,VPWR,li1,83.9500,95.2000,1.799757
FILLER_31_160,VPWR,li1,79.3500,95.2000,1.799762
FILLER_31_137,VPWR,li1,69.0000,95.2000,1.799789
FILLER_31_134,VPWR,li1,67.8500,95.2000,1.799789
FILLER_31_103,VPWR,li1,53.3600,95.2000,1.799829
FILLER_31_100,VPWR,li1,52.2100,95.2000,1.799829
FILLER_31_97,VPWR,li1,50.8300,95.2000,1.799837
FILLER_31_94,VPWR,li1,49.4500,95.2000,1.799837
FILLER_31_91,VPWR,li1,48.0700,95.2000,1.799842
FILLER_31_60,VPWR,li1,33.5800,95.2000,1.799896
FILLER_31_57,VPWR,li1,32.4300,95.2000,1.799905
FILLER_31_55,VPWR,li1,31.0500,95.2000,1.799912
FILLER_31_32,VPWR,li1,20.7000,95.2000,1.799949
FILLER_31_6,VPWR,li1,8.5100,95.2000,1.799949
FILLER_31_3,VPWR,li1,7.5900,95.2000,1.799949
FILLER_30_276,VPWR,li1,133.1700,95.2000,1.799694
FILLER_30_259,VPWR,li1,125.1200,95.2000,1.799702
FILLER_30_256,VPWR,li1,123.9700,95.2000,1.799702
FILLER_30_253,VPWR,li1,122.5900,95.2000,1.799704
FILLER_30_250,VPWR,li1,120.9800,95.2000,1.799707
FILLER_30_247,VPWR,li1,119.8300,95.2000,1.799707
FILLER_30_239,VPWR,li1,115.6900,95.2000,1.799711
FILLER_30_231,VPWR,li1,112.0100,95.2000,1.799716
FILLER_30_228,VPWR,li1,111.0900,95.2000,1.799719
FILLER_30_225,VPWR,li1,109.7100,95.2000,1.799719
FILLER_30_222,VPWR,li1,108.3300,95.2000,1.799722
FILLER_30_200,VPWR,li1,97.9800,95.2000,1.799735
FILLER_30_197,VPWR,li1,96.8300,95.2000,1.799738
FILLER_30_189,VPWR,li1,92.9200,95.2000,1.799743
FILLER_30_178,VPWR,li1,88.0900,95.2000,1.799750
FILLER_30_175,VPWR,li1,86.7100,95.2000,1.799754
FILLER_30_172,VPWR,li1,85.3300,95.2000,1.799754
FILLER_30_169,VPWR,li1,83.9500,95.2000,1.799757
FILLER_30_166,VPWR,li1,82.5700,95.2000,1.799760
FILLER_30_163,VPWR,li1,81.1900,95.2000,1.799760
FILLER_30_160,VPWR,li1,79.8100,95.2000,1.799762
FILLER_30_139,VPWR,li1,69.6900,95.2000,1.799783
FILLER_30_112,VPWR,li1,57.5000,95.2000,1.799815
FILLER_30_109,VPWR,li1,56.3500,95.2000,1.799822
FILLER_30_106,VPWR,li1,54.9700,95.2000,1.799822
FILLER_30_103,VPWR,li1,53.5900,95.2000,1.799829
FILLER_30_100,VPWR,li1,52.2100,95.2000,1.799829
FILLER_30_97,VPWR,li1,50.8300,95.2000,1.799837
FILLER_30_85,VPWR,li1,44.8500,95.2000,1.799854
FILLER_30_80,VPWR,li1,42.5500,95.2000,1.799861
FILLER_30_54,VPWR,li1,30.5900,95.2000,1.799912
FILLER_30_51,VPWR,li1,29.6700,95.2000,1.799912
FILLER_30_40,VPWR,li1,24.3800,95.2000,1.799933
FILLER_30_26,VPWR,li1,17.9400,95.2000,1.799949
FILLER_30_6,VPWR,li1,8.9700,95.2000,1.799949
FILLER_30_3,VPWR,li1,7.5900,95.2000,1.799949
FILLER_29_281,VPWR,li1,135.0100,89.7600,1.799804
FILLER_29_261,VPWR,li1,126.0400,89.7600,1.799807
FILLER_29_258,VPWR,li1,124.8900,89.7600,1.799809
FILLER_29_255,VPWR,li1,123.5100,89.7600,1.799810
FILLER_29_252,VPWR,li1,122.1300,89.7600,1.799810
FILLER_29_249,VPWR,li1,120.7500,89.7600,1.799811
FILLER_29_246,VPWR,li1,119.3700,89.7600,1.799812
FILLER_29_243,VPWR,li1,117.9900,89.7600,1.799812
FILLER_29_240,VPWR,li1,116.6100,89.7600,1.799813
FILLER_29_231,VPWR,li1,112.2400,89.7600,1.799815
FILLER_29_228,VPWR,li1,111.0900,89.7600,1.799817
FILLER_29_225,VPWR,li1,109.7100,89.7600,1.799817
FILLER_29_221,VPWR,li1,107.8700,89.7600,1.799818
FILLER_29_213,VPWR,li1,103.7300,89.7600,1.799822
FILLER_29_210,VPWR,li1,102.8100,89.7600,1.799822
FILLER_29_177,VPWR,li1,87.6300,89.7600,1.799840
FILLER_29_169,VPWR,li1,83.4900,89.7600,1.799847
FILLER_29_167,VPWR,li1,82.5700,89.7600,1.799850
FILLER_29_164,VPWR,li1,81.6500,89.7600,1.799850
FILLER_29_119,VPWR,li1,60.7200,89.7600,1.799889
FILLER_29_116,VPWR,li1,59.5700,89.7600,1.799889
FILLER_29_113,VPWR,li1,58.1900,89.7600,1.799895
FILLER_29_111,VPWR,li1,56.8100,89.7600,1.799895
FILLER_29_102,VPWR,li1,52.9000,89.7600,1.799903
FILLER_29_57,VPWR,li1,32.2000,89.7600,1.799950
FILLER_29_54,VPWR,li1,30.8200,89.7600,1.799950
FILLER_29_22,VPWR,li1,16.1000,89.7600,1.799972
FILLER_29_19,VPWR,li1,14.9500,89.7600,1.799972
FILLER_29_9,VPWR,li1,9.8900,89.7600,1.799972
FILLER_29_6,VPWR,li1,8.9700,89.7600,1.799972
FILLER_29_3,VPWR,li1,7.5900,89.7600,1.799972
FILLER_28_306,VPWR,li1,146.7400,89.7600,1.799801
FILLER_28_303,VPWR,li1,145.5900,89.7600,1.799801
FILLER_28_259,VPWR,li1,125.1200,89.7600,1.799809
FILLER_28_256,VPWR,li1,123.9700,89.7600,1.799809
FILLER_28_253,VPWR,li1,122.5900,89.7600,1.799810
FILLER_28_251,VPWR,li1,121.2100,89.7600,1.799811
FILLER_28_248,VPWR,li1,120.2900,89.7600,1.799811
FILLER_28_245,VPWR,li1,118.9100,89.7600,1.799812
FILLER_28_242,VPWR,li1,117.5300,89.7600,1.799813
FILLER_28_239,VPWR,li1,116.1500,89.7600,1.799813
FILLER_28_193,VPWR,li1,94.9900,89.7600,1.799831
FILLER_28_141,VPWR,li1,70.8400,89.7600,1.799869
FILLER_28_110,VPWR,li1,56.3500,89.7600,1.799898
FILLER_28_107,VPWR,li1,55.4300,89.7600,1.799898
FILLER_28_97,VPWR,li1,50.6000,89.7600,1.799907
FILLER_28_85,VPWR,li1,45.3100,89.7600,1.799918
FILLER_28_58,VPWR,li1,32.6600,89.7600,1.799946
FILLER_28_55,VPWR,li1,31.5100,89.7600,1.799950
FILLER_28_6,VPWR,li1,8.5100,89.7600,1.799972
FILLER_28_3,VPWR,li1,7.5900,89.7600,1.799972
FILLER_27_307,VPWR,li1,146.9700,84.3200,1.799807
FILLER_27_304,VPWR,li1,146.0500,84.3200,1.799807
FILLER_27_301,VPWR,li1,144.6700,84.3200,1.799807
FILLER_27_281,VPWR,li1,135.4700,84.3200,1.799807
FILLER_27_263,VPWR,li1,127.1900,84.3200,1.799808
FILLER_27_260,VPWR,li1,125.8100,84.3200,1.799808
FILLER_27_257,VPWR,li1,124.4300,84.3200,1.799809
FILLER_27_254,VPWR,li1,123.0500,84.3200,1.799809
FILLER_27_240,VPWR,li1,116.3800,84.3200,1.799810
FILLER_27_237,VPWR,li1,115.2300,84.3200,1.799810
FILLER_27_228,VPWR,li1,110.6300,84.3200,1.799811
FILLER_27_225,VPWR,li1,109.7100,84.3200,1.799812
FILLER_27_222,VPWR,li1,108.1000,84.3200,1.799812
FILLER_27_193,VPWR,li1,94.7600,84.3200,1.799824
FILLER_27_184,VPWR,li1,90.3900,84.3200,1.799831
FILLER_27_175,VPWR,li1,86.2500,84.3200,1.799839
FILLER_27_172,VPWR,li1,85.3300,84.3200,1.799839
FILLER_27_169,VPWR,li1,83.9500,84.3200,1.799842
FILLER_27_166,VPWR,li1,82.3400,84.3200,1.799845
FILLER_27_113,VPWR,li1,58.1900,84.3200,1.799886
FILLER_27_109,VPWR,li1,56.3500,84.3200,1.799891
FILLER_27_106,VPWR,li1,54.9700,84.3200,1.799891
FILLER_27_78,VPWR,li1,41.8600,84.3200,1.799919
FILLER_27_60,VPWR,li1,33.3500,84.3200,1.799942
FILLER_27_57,VPWR,li1,32.4300,84.3200,1.799942
FILLER_27_55,VPWR,li1,31.0500,84.3200,1.799947
FILLER_27_52,VPWR,li1,30.1300,84.3200,1.799947
FILLER_27_49,VPWR,li1,28.7500,84.3200,1.799954
FILLER_27_46,VPWR,li1,27.3700,84.3200,1.799954
FILLER_27_3,VPWR,li1,7.1300,84.3200,1.799967
FILLER_26_298,VPWR,li1,143.0600,84.3200,1.799807
FILLER_26_295,VPWR,li1,141.9100,84.3200,1.799807
FILLER_26_292,VPWR,li1,140.5300,84.3200,1.799807
FILLER_26_278,VPWR,li1,133.6300,84.3200,1.799808
FILLER_26_275,VPWR,li1,132.7100,84.3200,1.799808
FILLER_26_272,VPWR,li1,131.3300,84.3200,1.799808
FILLER_26_269,VPWR,li1,129.9500,84.3200,1.799808
FILLER_26_266,VPWR,li1,128.5700,84.3200,1.799808
FILLER_26_263,VPWR,li1,127.1900,84.3200,1.799808
FILLER_26_260,VPWR,li1,125.8100,84.3200,1.799808
FILLER_26_230,VPWR,li1,111.5500,84.3200,1.799811
FILLER_26_227,VPWR,li1,110.6300,84.3200,1.799811
FILLER_26_197,VPWR,li1,96.6000,84.3200,1.799821
FILLER_26_195,VPWR,li1,95.4500,84.3200,1.799824
FILLER_26_168,VPWR,li1,83.4900,84.3200,1.799842
FILLER_26_158,VPWR,li1,78.6600,84.3200,1.799848
FILLER_26_141,VPWR,li1,70.6100,84.3200,1.799862
FILLER_26_130,VPWR,li1,65.7800,84.3200,1.799870
FILLER_26_99,VPWR,li1,51.7500,84.3200,1.799900
FILLER_26_96,VPWR,li1,50.3700,84.3200,1.799900
FILLER_26_85,VPWR,li1,45.3100,84.3200,1.799915
FILLER_26_83,VPWR,li1,43.9300,84.3200,1.799915
FILLER_26_64,VPWR,li1,35.4200,84.3200,1.799937
FILLER_26_61,VPWR,li1,34.2700,84.3200,1.799937
FILLER_26_32,VPWR,li1,20.9300,84.3200,1.799970
FILLER_26_29,VPWR,li1,19.5500,84.3200,1.799969
FILLER_26_26,VPWR,li1,17.9400,84.3200,1.799969
FILLER_26_3,VPWR,li1,7.3600,84.3200,1.799967
FILLER_25_307,VPWR,li1,146.9700,78.8800,1.799799
FILLER_25_304,VPWR,li1,146.0500,78.8800,1.799799
FILLER_25_301,VPWR,li1,144.6700,78.8800,1.799799
FILLER_25_298,VPWR,li1,143.2900,78.8800,1.799799
FILLER_25_295,VPWR,li1,141.9100,78.8800,1.799799
FILLER_25_292,VPWR,li1,140.5300,78.8800,1.799799
FILLER_25_284,VPWR,li1,136.3900,78.8800,1.799799
FILLER_25_281,VPWR,li1,135.4700,78.8800,1.799799
FILLER_25_265,VPWR,li1,127.8800,78.8800,1.799801
FILLER_25_262,VPWR,li1,126.7300,78.8800,1.799801
FILLER_25_231,VPWR,li1,112.0100,78.8800,1.799806
FILLER_25_228,VPWR,li1,111.0900,78.8800,1.799806
FILLER_25_225,VPWR,li1,109.7100,78.8800,1.799807
FILLER_25_216,VPWR,li1,105.1100,78.8800,1.799808
FILLER_25_187,VPWR,li1,91.7700,78.8800,1.799816
FILLER_25_184,VPWR,li1,90.8500,78.8800,1.799816
FILLER_25_181,VPWR,li1,89.4700,78.8800,1.799817
FILLER_25_178,VPWR,li1,88.0900,78.8800,1.799818
FILLER_25_175,VPWR,li1,86.7100,78.8800,1.799818
FILLER_25_167,VPWR,li1,82.5700,78.8800,1.799820
FILLER_25_157,VPWR,li1,78.2000,78.8800,1.799823
FILLER_25_127,VPWR,li1,64.1700,78.8800,1.799856
FILLER_25_124,VPWR,li1,63.2500,78.8800,1.799856
FILLER_25_121,VPWR,li1,61.8700,78.8800,1.799861
FILLER_25_60,VPWR,li1,33.5800,78.8800,1.799933
FILLER_25_57,VPWR,li1,32.4300,78.8800,1.799940
FILLER_25_34,VPWR,li1,21.3900,78.8800,1.799970
FILLER_25_18,VPWR,li1,14.4900,78.8800,1.799970
FILLER_25_6,VPWR,li1,8.9700,78.8800,1.799970
FILLER_25_3,VPWR,li1,7.5900,78.8800,1.799970
FILLER_24_305,VPWR,li1,146.5100,78.8800,1.799799
FILLER_24_302,VPWR,li1,145.1300,78.8800,1.799799
FILLER_24_279,VPWR,li1,134.3200,78.8800,1.799800
FILLER_24_276,VPWR,li1,133.1700,78.8800,1.799800
FILLER_24_273,VPWR,li1,131.7900,78.8800,1.799800
FILLER_24_270,VPWR,li1,130.4100,78.8800,1.799801
FILLER_24_267,VPWR,li1,129.0300,78.8800,1.799801
FILLER_24_264,VPWR,li1,127.6500,78.8800,1.799801
FILLER_24_261,VPWR,li1,126.2700,78.8800,1.799801
FILLER_24_251,VPWR,li1,121.2100,78.8800,1.799802
FILLER_24_237,VPWR,li1,115.0000,78.8800,1.799805
FILLER_24_234,VPWR,li1,113.8500,78.8800,1.799805
FILLER_24_231,VPWR,li1,112.4700,78.8800,1.799806
FILLER_24_228,VPWR,li1,111.0900,78.8800,1.799806
FILLER_24_225,VPWR,li1,109.7100,78.8800,1.799807
FILLER_24_222,VPWR,li1,108.3300,78.8800,1.799807
FILLER_24_219,VPWR,li1,106.9500,78.8800,1.799807
FILLER_24_200,VPWR,li1,97.7500,78.8800,1.799811
FILLER_24_188,VPWR,li1,92.4600,78.8800,1.799816
FILLER_24_185,VPWR,li1,91.3100,78.8800,1.799816
FILLER_24_182,VPWR,li1,89.9300,78.8800,1.799817
FILLER_24_179,VPWR,li1,88.5500,78.8800,1.799817
FILLER_24_176,VPWR,li1,87.1700,78.8800,1.799818
FILLER_24_146,VPWR,li1,73.1400,78.8800,1.799834
FILLER_24_135,VPWR,li1,68.0800,78.8800,1.799845
FILLER_24_132,VPWR,li1,66.9300,78.8800,1.799851
FILLER_24_129,VPWR,li1,65.5500,78.8800,1.799851
FILLER_24_126,VPWR,li1,64.1700,78.8800,1.799856
FILLER_24_123,VPWR,li1,62.7900,78.8800,1.799861
FILLER_24_120,VPWR,li1,61.4100,78.8800,1.799861
FILLER_24_117,VPWR,li1,60.0300,78.8800,1.799867
FILLER_24_114,VPWR,li1,58.6500,78.8800,1.799867
FILLER_24_111,VPWR,li1,57.2700,78.8800,1.799874
FILLER_24_108,VPWR,li1,55.8900,78.8800,1.799874
FILLER_24_100,VPWR,li1,51.9800,78.8800,1.799883
FILLER_24_97,VPWR,li1,50.8300,78.8800,1.799889
FILLER_24_94,VPWR,li1,49.4500,78.8800,1.799889
FILLER_24_91,VPWR,li1,48.0700,78.8800,1.799897
FILLER_24_88,VPWR,li1,46.6900,78.8800,1.799897
FILLER_24_85,VPWR,li1,45.3100,78.8800,1.799902
FILLER_24_81,VPWR,li1,43.4700,78.8800,1.799907
FILLER_24_57,VPWR,li1,32.4300,78.8800,1.799940
FILLER_24_54,VPWR,li1,31.0500,78.8800,1.799940
FILLER_24_51,VPWR,li1,29.6700,78.8800,1.799948
FILLER_24_48,VPWR,li1,28.2900,78.8800,1.799948
FILLER_24_45,VPWR,li1,26.9100,78.8800,1.799956
FILLER_24_42,VPWR,li1,25.5300,78.8800,1.799956
FILLER_24_35,VPWR,li1,22.0800,78.8800,1.799970
FILLER_24_32,VPWR,li1,20.9300,78.8800,1.799970
FILLER_24_29,VPWR,li1,19.5500,78.8800,1.799970
FILLER_24_27,VPWR,li1,18.1700,78.8800,1.799970
FILLER_23_306,VPWR,li1,146.7400,73.4400,1.799882
FILLER_23_303,VPWR,li1,145.5900,73.4400,1.799882
FILLER_23_300,VPWR,li1,144.2100,73.4400,1.799882
FILLER_23_292,VPWR,li1,140.0700,73.4400,1.799882
FILLER_23_276,VPWR,li1,132.7100,73.4400,1.799883
FILLER_23_268,VPWR,li1,129.0300,73.4400,1.799884
FILLER_23_265,VPWR,li1,128.1100,73.4400,1.799884
FILLER_23_255,VPWR,li1,123.2800,73.4400,1.799885
FILLER_23_252,VPWR,li1,122.1300,73.4400,1.799885
FILLER_23_243,VPWR,li1,117.7600,73.4400,1.799886
FILLER_23_240,VPWR,li1,116.6100,73.4400,1.799886
FILLER_23_237,VPWR,li1,115.2300,73.4400,1.799887
FILLER_23_234,VPWR,li1,113.8500,73.4400,1.799887
FILLER_23_231,VPWR,li1,112.4700,73.4400,1.799887
FILLER_23_228,VPWR,li1,111.0900,73.4400,1.799887
FILLER_23_225,VPWR,li1,109.7100,73.4400,1.799888
FILLER_23_223,VPWR,li1,108.3300,73.4400,1.799888
FILLER_23_220,VPWR,li1,107.4100,73.4400,1.799889
FILLER_23_217,VPWR,li1,106.0300,73.4400,1.799889
FILLER_23_214,VPWR,li1,104.6500,73.4400,1.799889
FILLER_23_211,VPWR,li1,103.2700,73.4400,1.799890
FILLER_23_208,VPWR,li1,101.8900,73.4400,1.799890
FILLER_23_198,VPWR,li1,97.0600,73.4400,1.799893
FILLER_23_167,VPWR,li1,82.5700,73.4400,1.799900
FILLER_23_164,VPWR,li1,81.6500,73.4400,1.799900
FILLER_23_133,VPWR,li1,67.1600,73.4400,1.799914
FILLER_23_130,VPWR,li1,66.0100,73.4400,1.799917
FILLER_23_127,VPWR,li1,64.6300,73.4400,1.799917
FILLER_23_124,VPWR,li1,63.2500,73.4400,1.799920
FILLER_23_121,VPWR,li1,61.8700,73.4400,1.799920
FILLER_23_109,VPWR,li1,56.3500,73.4400,1.799929
FILLER_23_106,VPWR,li1,54.9700,73.4400,1.799929
FILLER_23_103,VPWR,li1,53.5900,73.4400,1.799933
FILLER_23_100,VPWR,li1,52.2100,73.4400,1.799933
FILLER_23_97,VPWR,li1,50.8300,73.4400,1.799937
FILLER_23_94,VPWR,li1,49.4500,73.4400,1.799937
FILLER_23_91,VPWR,li1,48.0700,73.4400,1.799940
FILLER_23_88,VPWR,li1,46.6900,73.4400,1.799943
FILLER_23_85,VPWR,li1,45.3100,73.4400,1.799943
FILLER_23_82,VPWR,li1,43.9300,73.4400,1.799946
FILLER_23_60,VPWR,li1,33.3500,73.4400,1.799961
FILLER_23_57,VPWR,li1,32.4300,73.4400,1.799965
FILLER_23_55,VPWR,li1,31.0500,73.4400,1.799965
FILLER_23_52,VPWR,li1,30.1300,73.4400,1.799968
FILLER_23_49,VPWR,li1,28.7500,73.4400,1.799971
FILLER_23_46,VPWR,li1,27.3700,73.4400,1.799971
FILLER_23_37,VPWR,li1,22.7700,73.4400,1.799978
FILLER_23_27,VPWR,li1,18.4000,73.4400,1.799981
FILLER_22_306,VPWR,li1,146.7400,73.4400,1.799882
FILLER_22_303,VPWR,li1,145.5900,73.4400,1.799882
FILLER_22_264,VPWR,li1,127.1900,73.4400,1.799885
FILLER_22_261,VPWR,li1,126.2700,73.4400,1.799885
FILLER_22_249,VPWR,li1,120.7500,73.4400,1.799886
FILLER_22_232,VPWR,li1,112.7000,73.4400,1.799887
FILLER_22_200,VPWR,li1,98.2100,73.4400,1.799891
FILLER_22_197,VPWR,li1,96.8300,73.4400,1.799893
FILLER_22_195,VPWR,li1,95.4500,73.4400,1.799893
FILLER_22_192,VPWR,li1,94.5300,73.4400,1.799893
FILLER_22_189,VPWR,li1,93.1500,73.4400,1.799893
FILLER_22_151,VPWR,li1,75.6700,73.4400,1.799905
FILLER_22_141,VPWR,li1,70.6100,73.4400,1.799912
FILLER_22_137,VPWR,li1,69.2300,73.4400,1.799912
FILLER_22_134,VPWR,li1,67.8500,73.4400,1.799914
FILLER_22_91,VPWR,li1,47.6100,73.4400,1.799940
FILLER_22_88,VPWR,li1,46.6900,73.4400,1.799943
FILLER_22_85,VPWR,li1,45.3100,73.4400,1.799943
FILLER_22_81,VPWR,li1,43.4700,73.4400,1.799946
FILLER_22_71,VPWR,li1,38.8700,73.4400,1.799955
FILLER_22_68,VPWR,li1,37.4900,73.4400,1.799955
FILLER_22_56,VPWR,li1,31.7400,73.4400,1.799965
FILLER_22_53,VPWR,li1,30.5900,73.4400,1.799968
FILLER_22_50,VPWR,li1,29.2100,73.4400,1.799968
FILLER_22_27,VPWR,li1,18.1700,73.4400,1.799981
FILLER_22_3,VPWR,li1,7.5900,73.4400,1.799979
FILLER_21_306,VPWR,li1,146.7400,68.0000,1.799805
FILLER_21_303,VPWR,li1,145.5900,68.0000,1.799805
FILLER_21_300,VPWR,li1,144.2100,68.0000,1.799805
FILLER_21_292,VPWR,li1,140.0700,68.0000,1.799805
FILLER_21_272,VPWR,li1,131.1000,68.0000,1.799806
FILLER_21_225,VPWR,li1,109.7100,68.0000,1.799810
FILLER_21_214,VPWR,li1,104.4200,68.0000,1.799812
FILLER_21_211,VPWR,li1,103.2700,68.0000,1.799812
FILLER_21_189,VPWR,li1,92.6900,68.0000,1.799819
FILLER_21_180,VPWR,li1,88.5500,68.0000,1.799822
FILLER_21_177,VPWR,li1,87.6300,68.0000,1.799822
FILLER_21_169,VPWR,li1,83.4900,68.0000,1.799826
FILLER_21_139,VPWR,li1,69.6900,68.0000,1.799842
FILLER_21_100,VPWR,li1,51.9800,68.0000,1.799875
FILLER_21_97,VPWR,li1,50.8300,68.0000,1.799881
FILLER_21_94,VPWR,li1,49.4500,68.0000,1.799881
FILLER_21_83,VPWR,li1,44.3900,68.0000,1.799893
FILLER_21_68,VPWR,li1,37.2600,68.0000,1.799916
FILLER_21_60,VPWR,li1,33.8100,68.0000,1.799921
FILLER_21_57,VPWR,li1,32.4300,68.0000,1.799928
FILLER_21_55,VPWR,li1,31.0500,68.0000,1.799928
FILLER_21_33,VPWR,li1,20.9300,68.0000,1.799960
FILLER_21_6,VPWR,li1,8.5100,68.0000,1.799959
FILLER_21_3,VPWR,li1,7.5900,68.0000,1.799959
FILLER_20_298,VPWR,li1,143.0600,68.0000,1.799805
FILLER_20_295,VPWR,li1,141.9100,68.0000,1.799805
FILLER_20_292,VPWR,li1,140.5300,68.0000,1.799805
FILLER_20_289,VPWR,li1,139.1500,68.0000,1.799805
FILLER_20_270,VPWR,li1,130.4100,68.0000,1.799806
FILLER_20_267,VPWR,li1,129.0300,68.0000,1.799806
FILLER_20_264,VPWR,li1,127.6500,68.0000,1.799806
FILLER_20_261,VPWR,li1,126.2700,68.0000,1.799806
FILLER_20_223,VPWR,li1,108.3300,68.0000,1.799810
FILLER_20_187,VPWR,li1,92.0000,68.0000,1.799819
FILLER_20_141,VPWR,li1,70.8400,68.0000,1.799842
FILLER_20_134,VPWR,li1,67.8500,68.0000,1.799845
FILLER_20_103,VPWR,li1,53.3600,68.0000,1.799875
FILLER_20_100,VPWR,li1,52.2100,68.0000,1.799875
FILLER_20_85,VPWR,li1,44.8500,68.0000,1.799893
FILLER_20_53,VPWR,li1,30.3600,68.0000,1.799934
FILLER_20_36,VPWR,li1,22.5400,68.0000,1.799960
FILLER_20_29,VPWR,li1,19.0900,68.0000,1.799960
FILLER_20_14,VPWR,li1,12.1900,68.0000,1.799959
FILLER_20_11,VPWR,li1,11.2700,68.0000,1.799959
FILLER_19_305,VPWR,li1,146.5100,62.5600,1.799778
FILLER_19_302,VPWR,li1,145.1300,62.5600,1.799778
FILLER_19_275,VPWR,li1,132.4800,62.5600,1.799781
FILLER_19_272,VPWR,li1,131.3300,62.5600,1.799781
FILLER_19_269,VPWR,li1,129.9500,62.5600,1.799782
FILLER_19_266,VPWR,li1,128.5700,62.5600,1.799782
FILLER_19_263,VPWR,li1,127.1900,62.5600,1.799783
FILLER_19_250,VPWR,li1,120.9800,62.5600,1.799789
FILLER_19_247,VPWR,li1,119.8300,62.5600,1.799789
FILLER_19_231,VPWR,li1,112.0100,62.5600,1.799799
FILLER_19_228,VPWR,li1,111.0900,62.5600,1.799801
FILLER_19_225,VPWR,li1,109.7100,62.5600,1.799803
FILLER_19_223,VPWR,li1,108.3300,62.5600,1.799803
FILLER_19_194,VPWR,li1,94.9900,62.5600,1.799822
FILLER_19_191,VPWR,li1,94.0700,62.5600,1.799822
FILLER_19_188,VPWR,li1,92.6900,62.5600,1.799826
FILLER_19_185,VPWR,li1,91.3100,62.5600,1.799826
FILLER_19_182,VPWR,li1,89.9300,62.5600,1.799829
FILLER_19_172,VPWR,li1,85.1000,62.5600,1.799838
FILLER_19_169,VPWR,li1,83.9500,62.5600,1.799838
FILLER_19_167,VPWR,li1,82.5700,62.5600,1.799841
FILLER_19_164,VPWR,li1,81.6500,62.5600,1.799841
FILLER_19_139,VPWR,li1,69.9200,62.5600,1.799861
FILLER_19_136,VPWR,li1,68.7700,62.5600,1.799865
FILLER_19_133,VPWR,li1,67.3900,62.5600,1.799865
FILLER_19_113,VPWR,li1,57.9600,62.5600,1.799886
FILLER_19_54,VPWR,li1,30.8200,62.5600,1.799949
FILLER_19_51,VPWR,li1,29.6700,62.5600,1.799949
FILLER_19_22,VPWR,li1,15.8700,62.5600,1.799973
FILLER_19_19,VPWR,li1,14.9500,62.5600,1.799973
FILLER_18_306,VPWR,li1,146.7400,62.5600,1.799778
FILLER_18_268,VPWR,li1,129.0300,62.5600,1.799782
FILLER_18_265,VPWR,li1,128.1100,62.5600,1.799783
FILLER_18_262,VPWR,li1,126.7300,62.5600,1.799783
FILLER_18_259,VPWR,li1,125.3500,62.5600,1.799784
